speech,noise
C13_673.wav,B15_429.wav
B31_469.wav,A7_176.wav
A4_218.wav,D12_890.wav
D8_909.wav,A23_103.wav
C8_564.wav,A14_178.wav
B22_348.wav,C6_520.wav
C6_711.wav,C17_646.wav
B4_328.wav,D11_835.wav
C17_648.wav,A12_49.wav
D21_787.wav,C12_727.wav
B32_335.wav,A11_78.wav
A36_53.wav,B32_444.wav
C8_510.wav,B12_423.wav
D4_939.wav,B33_442.wav
B32_411.wav,B11_343.wav
C22_745.wav,B32_302.wav
B32_395.wav,C13_593.wav
B33_373.wav,C4_581.wav
C18_644.wav,C4_660.wav
B2_323.wav,B2_263.wav
D31_971.wav,A32_65.wav
D7_779.wav,C14_717.wav
C4_514.wav,A33_96.wav
C31_704.wav,A22_45.wav
C21_636.wav,A19_188.wav
B31_280.wav,B2_448.wav
B15_345.wav,B11_490.wav
C14_731.wav,C14_600.wav
B12_380.wav,A14_209.wav
C7_691.wav,C14_727.wav
C21_519.wav,D8_770.wav
C14_581.wav,B12_291.wav
D7_849.wav,C14_743.wav
B33_461.wav,D13_860.wav
C6_583.wav,A2_188.wav
C6_658.wav,D8_860.wav
C21_620.wav,B8_419.wav
A14_41.wav,B4_451.wav
C14_720.wav,D7_753.wav
A22_158.wav,D32_791.wav
C6_593.wav,C14_537.wav
A23_97.wav,A12_101.wav
C7_523.wav,A2_112.wav
C20_534.wav,C31_602.wav
A32_18.wav,B31_298.wav
C32_565.wav,D13_969.wav
A4_94.wav,B33_452.wav
C18_655.wav,D7_860.wav
A2_154.wav,C22_702.wav
D21_881.wav,C7_529.wav
A8_225.wav,C13_707.wav
C12_546.wav,B4_394.wav
C7_553.wav,A36_69.wav
B22_460.wav,A34_193.wav
A7_29.wav,C22_562.wav
B22_387.wav,A8_86.wav
B12_381.wav,A8_5.wav
D6_820.wav,C14_711.wav
C17_535.wav,A34_195.wav
A6_35.wav,A23_200.wav
C19_576.wav,A11_159.wav
C18_601.wav,A36_42.wav
A7_173.wav,D32_837.wav
D11_980.wav,D6_942.wav
D13_905.wav,C14_610.wav
A5_3.wav,B15_342.wav
A23_176.wav,C6_721.wav
C12_543.wav,B15_388.wav
A14_100.wav,C20_740.wav
A19_124.wav,C13_712.wav
C14_567.wav,B15_401.wav
A36_104.wav,C31_587.wav
B33_401.wav,B2_269.wav
D6_907.wav,B8_358.wav
D11_776.wav,C20_604.wav
D11_938.wav,B2_262.wav
C32_694.wav,B32_382.wav
A14_15.wav,C31_743.wav
C19_705.wav,C6_503.wav
C4_583.wav,A2_112.wav
D11_931.wav,C20_597.wav
C31_634.wav,C12_637.wav
C7_637.wav,C14_547.wav
A14_243.wav,A19_117.wav
C20_737.wav,C17_653.wav
C22_740.wav,C31_645.wav
C6_635.wav,C17_603.wav
A12_56.wav,A32_197.wav
B7_328.wav,B15_493.wav
C31_677.wav,C14_670.wav
A14_148.wav,B33_476.wav
C14_630.wav,B4_497.wav
C32_549.wav,B21_268.wav
C22_561.wav,B21_258.wav
B31_371.wav,A14_11.wav
D31_899.wav,A32_80.wav
C22_507.wav,A23_102.wav
D7_917.wav,C12_609.wav
A6_204.wav,B8_440.wav
A36_231.wav,D21_940.wav
D12_870.wav,C8_594.wav
B31_469.wav,B4_294.wav
C8_708.wav,A2_227.wav
C8_523.wav,A23_213.wav
B4_348.wav,C12_632.wav
B4_276.wav,C19_704.wav
D11_988.wav,C8_556.wav
C14_712.wav,B22_389.wav
A6_138.wav,D6_993.wav
C12_514.wav,B2_328.wav
C7_686.wav,B11_415.wav
B33_328.wav,D6_849.wav
C20_722.wav,B33_409.wav
A13_43.wav,A11_240.wav
A32_148.wav,D4_941.wav
B2_412.wav,C12_501.wav
C17_511.wav,C14_525.wav
A23_137.wav,C17_661.wav
C17_604.wav,C17_709.wav
A34_114.wav,D11_898.wav
A19_198.wav,C18_662.wav
D4_955.wav,B15_371.wav
C20_508.wav,A32_177.wav
B32_251.wav,A12_148.wav
B8_484.wav,A4_106.wav
C32_600.wav,C20_500.wav
C14_736.wav,A14_204.wav
C32_629.wav,C6_505.wav
A12_25.wav,D12_923.wav
B11_458.wav,B15_460.wav
B15_257.wav,C31_699.wav
A13_1.wav,D8_806.wav
A22_201.wav,D32_997.wav
C19_600.wav,C23_526.wav
C20_690.wav,A34_205.wav
D12_884.wav,D13_963.wav
D12_954.wav,D12_859.wav
A12_19.wav,D32_958.wav
C20_532.wav,A36_218.wav
D8_758.wav,C8_577.wav
D4_934.wav,A19_147.wav
D21_919.wav,D4_892.wav
A19_221.wav,C17_653.wav
A4_45.wav,C4_530.wav
D32_755.wav,D31_991.wav
D13_751.wav,D13_974.wav
C31_732.wav,C18_676.wav
B33_398.wav,A11_226.wav
A23_216.wav,C21_674.wav
C19_561.wav,B12_446.wav
C32_525.wav,C19_526.wav
C23_545.wav,C2_562.wav
D31_856.wav,C14_687.wav
B11_310.wav,A34_230.wav
D32_839.wav,B7_471.wav
A23_231.wav,D11_862.wav
B11_423.wav,C7_567.wav
C32_544.wav,D8_797.wav
A12_103.wav,D13_963.wav
B2_403.wav,B31_254.wav
B11_284.wav,D21_945.wav
A13_208.wav,D12_835.wav
A12_96.wav,C22_522.wav
D7_897.wav,A23_52.wav
C4_742.wav,C14_598.wav
C32_584.wav,A6_72.wav
A23_82.wav,A34_98.wav
A8_129.wav,C18_744.wav
D21_789.wav,B11_286.wav
D8_863.wav,C19_563.wav
C6_586.wav,D6_946.wav
C14_639.wav,C32_729.wav
D4_824.wav,A13_201.wav
D13_819.wav,A6_170.wav
B22_348.wav,A11_53.wav
A36_104.wav,B8_265.wav
C4_568.wav,B2_477.wav
A22_245.wav,B4_458.wav
A4_186.wav,B11_443.wav
C6_598.wav,B6_421.wav
B7_462.wav,A19_171.wav
C32_748.wav,A19_179.wav
A4_191.wav,C2_526.wav
D6_828.wav,A12_102.wav
C19_669.wav,A13_149.wav
A7_203.wav,B15_377.wav
C6_634.wav,A7_152.wav
D7_927.wav,B32_361.wav
C20_669.wav,C14_715.wav
A14_41.wav,C8_578.wav
C21_575.wav,C19_520.wav
B31_370.wav,D4_851.wav
C31_503.wav,A19_135.wav
C17_640.wav,C18_702.wav
B22_252.wav,A7_49.wav
A8_47.wav,D31_993.wav
C22_509.wav,C4_545.wav
A2_248.wav,D31_783.wav
B8_388.wav,D7_906.wav
B8_424.wav,A2_127.wav
D31_778.wav,A33_18.wav
C18_606.wav,D31_790.wav
B31_497.wav,B8_482.wav
C22_741.wav,C12_504.wav
D11_790.wav,B15_458.wav
D4_844.wav,D11_970.wav
B15_460.wav,C23_740.wav
D12_849.wav,B11_348.wav
D13_813.wav,B6_411.wav
B12_341.wav,C19_598.wav
A36_155.wav,C32_556.wav
D4_986.wav,A8_112.wav
C22_667.wav,B31_314.wav
C31_721.wav,B2_402.wav
C22_642.wav,A2_170.wav
C18_618.wav,A12_88.wav
B8_453.wav,D6_862.wav
B2_254.wav,C20_739.wav
B31_309.wav,C13_546.wav
B31_449.wav,A19_13.wav
C2_568.wav,C14_560.wav
D4_862.wav,B6_334.wav
C21_605.wav,C14_513.wav
D7_756.wav,B32_327.wav
A2_95.wav,C12_700.wav
A19_104.wav,C32_720.wav
A4_116.wav,D7_821.wav
D21_879.wav,C31_527.wav
A22_141.wav,D12_795.wav
A12_61.wav,A32_119.wav
D21_834.wav,C23_642.wav
A22_92.wav,B11_465.wav
C21_519.wav,B2_397.wav
B8_395.wav,B8_326.wav
B2_487.wav,A7_232.wav
C20_543.wav,A4_179.wav
B4_408.wav,B32_315.wav
D31_945.wav,B22_359.wav
A13_226.wav,D7_824.wav
D12_872.wav,D12_999.wav
B15_330.wav,C14_724.wav
A22_238.wav,D12_840.wav
A32_65.wav,D6_980.wav
A34_92.wav,D13_928.wav
C19_730.wav,D4_824.wav
A7_13.wav,B22_377.wav
D13_751.wav,D4_840.wav
C20_509.wav,D11_938.wav
B31_260.wav,D21_931.wav
B12_412.wav,C18_624.wav
D11_871.wav,C19_521.wav
B4_425.wav,B31_323.wav
D4_760.wav,C19_722.wav
A14_9.wav,D21_860.wav
B4_419.wav,A34_189.wav
B15_388.wav,D13_914.wav
A13_9.wav,C31_602.wav
A34_226.wav,D31_836.wav
A14_30.wav,A12_53.wav
D4_783.wav,C7_551.wav
B22_417.wav,B31_379.wav
A22_158.wav,D12_797.wav
D4_928.wav,C22_539.wav
C18_566.wav,C4_559.wav
B7_398.wav,A22_53.wav
D21_924.wav,B6_328.wav
C31_598.wav,D4_790.wav
A32_71.wav,C14_595.wav
C23_510.wav,C13_567.wav
B11_293.wav,A32_160.wav
A23_31.wav,A23_233.wav
A34_234.wav,B31_260.wav
B33_288.wav,C20_547.wav
C14_684.wav,C20_629.wav
A22_239.wav,A11_49.wav
B32_329.wav,B22_378.wav
C21_725.wav,D13_866.wav
B8_474.wav,A19_235.wav
C14_713.wav,A23_18.wav
B15_398.wav,C7_522.wav
A4_113.wav,A11_50.wav
C23_637.wav,B33_411.wav
D21_963.wav,A7_35.wav
C20_705.wav,B32_359.wav
B32_346.wav,A19_41.wav
D21_776.wav,B22_344.wav
B8_305.wav,C19_581.wav
C31_638.wav,B33_343.wav
B2_374.wav,B11_387.wav
A23_196.wav,C19_544.wav
B8_363.wav,B11_379.wav
A36_197.wav,B4_321.wav
C6_702.wav,B2_396.wav
A19_179.wav,D7_846.wav
A7_151.wav,C8_519.wav
B7_299.wav,A34_187.wav
A6_51.wav,D12_869.wav
D11_971.wav,A14_8.wav
D13_861.wav,D31_963.wav
A2_25.wav,C20_642.wav
B33_262.wav,C18_711.wav
D7_768.wav,A22_191.wav
D31_891.wav,A19_21.wav
A6_154.wav,C22_711.wav
A14_225.wav,B33_424.wav
C6_509.wav,A6_214.wav
A19_16.wav,D12_787.wav
A34_141.wav,B6_288.wav
C19_587.wav,C4_510.wav
C23_515.wav,D6_956.wav
B2_312.wav,C4_685.wav
A32_199.wav,D13_982.wav
A22_141.wav,C23_535.wav
C4_554.wav,C12_663.wav
C21_705.wav,C22_654.wav
D13_943.wav,D7_945.wav
A5_4.wav,D13_935.wav
C12_680.wav,A14_48.wav
B12_330.wav,B15_418.wav
C6_525.wav,B12_468.wav
B6_484.wav,D4_753.wav
B11_400.wav,D7_992.wav
C17_626.wav,C17_539.wav
B11_487.wav,A6_149.wav
B33_266.wav,A8_154.wav
C6_575.wav,D4_807.wav
D13_798.wav,C18_573.wav
C17_512.wav,B6_378.wav
B11_496.wav,B33_470.wav
A4_219.wav,C19_566.wav
C13_704.wav,A7_110.wav
B6_331.wav,C4_688.wav
D11_918.wav,C4_560.wav
D12_835.wav,A33_3.wav
B12_304.wav,D11_780.wav
B12_472.wav,D7_860.wav
B4_331.wav,B22_450.wav
C18_651.wav,C6_728.wav
A34_172.wav,B7_339.wav
A8_79.wav,A8_15.wav
C17_657.wav,C13_640.wav
D8_960.wav,C14_657.wav
C6_558.wav,B32_473.wav
C32_738.wav,A7_3.wav
B15_323.wav,B2_467.wav
C4_635.wav,A11_40.wav
C19_546.wav,A2_205.wav
D12_873.wav,C13_667.wav
B12_455.wav,C17_551.wav
A6_220.wav,D7_830.wav
A7_199.wav,A11_155.wav
B32_402.wav,B31_373.wav
D8_771.wav,A19_188.wav
A14_244.wav,C4_614.wav
C18_508.wav,C18_675.wav
A33_59.wav,C20_539.wav
A33_30.wav,C4_616.wav
A8_74.wav,A7_136.wav
D4_835.wav,D11_926.wav
D7_910.wav,B12_345.wav
C12_697.wav,D4_867.wav
C13_536.wav,C12_634.wav
B22_474.wav,C21_659.wav
C22_684.wav,A13_240.wav
C4_587.wav,A32_91.wav
B12_309.wav,D4_965.wav
A4_134.wav,D8_953.wav
C2_505.wav,D31_895.wav
B12_456.wav,D8_905.wav
C17_628.wav,C8_523.wav
D6_970.wav,C23_558.wav
A34_64.wav,A6_247.wav
C4_588.wav,D13_840.wav
D7_974.wav,C31_612.wav
A13_187.wav,B7_271.wav
C31_587.wav,C32_706.wav
C18_556.wav,B7_412.wav
C14_620.wav,B2_432.wav
A4_172.wav,C14_543.wav
C7_717.wav,B7_394.wav
A6_144.wav,C8_691.wav
B32_273.wav,B15_487.wav
C12_591.wav,D31_950.wav
C20_704.wav,C20_651.wav
A4_232.wav,C7_698.wav
B12_478.wav,C19_747.wav
C32_724.wav,A22_160.wav
A34_10.wav,C17_593.wav
C6_628.wav,B12_371.wav
A6_182.wav,C31_658.wav
D11_898.wav,C13_661.wav
A6_113.wav,C14_601.wav
A2_214.wav,A36_100.wav
B15_310.wav,D12_921.wav
A33_11.wav,C14_714.wav
B22_338.wav,C8_626.wav
D21_753.wav,D13_956.wav
A4_94.wav,C20_642.wav
A2_68.wav,B8_484.wav
C6_624.wav,A4_110.wav
C4_604.wav,D4_869.wav
D12_946.wav,C8_707.wav
B34_255.wav,C12_685.wav
A2_241.wav,C23_586.wav
D21_907.wav,C13_533.wav
B31_482.wav,C2_564.wav
A8_214.wav,D11_806.wav
C4_656.wav,D12_811.wav
B11_469.wav,D12_901.wav
A14_172.wav,D12_909.wav
D12_834.wav,B22_303.wav
B2_481.wav,D12_820.wav
