speech,noise
A11_41.wav,noise-free-sound-0448.wav
A23_200.wav,noise-free-sound-0191.wav
D13_874.wav,noise-free-sound-0832.wav
A7_21.wav,noise-free-sound-0085.wav
A8_2.wav,noise-free-sound-0101.wav
C21_739.wav,noise-free-sound-0620.wav
A4_41.wav,noise-free-sound-0370.wav
C2_533.wav,noise-free-sound-0561.wav
D8_941.wav,noise-free-sound-0080.wav
C6_563.wav,noise-free-sound-0222.wav
D8_924.wav,noise-free-sound-0659.wav
C7_559.wav,noise-free-sound-0748.wav
B2_332.wav,noise-free-sound-0248.wav
B12_326.wav,noise-free-sound-0391.wav
D8_977.wav,noise-free-sound-0785.wav
A23_113.wav,noise-free-sound-0501.wav
A19_249.wav,noise-free-sound-0665.wav
C18_597.wav,noise-free-sound-0528.wav
C7_507.wav,noise-free-sound-0302.wav
D11_939.wav,noise-free-sound-0210.wav
A34_204.wav,noise-free-sound-0453.wav
A13_102.wav,noise-free-sound-0474.wav
B22_313.wav,noise-free-sound-0546.wav
C17_565.wav,noise-free-sound-0620.wav
A22_175.wav,noise-free-sound-0165.wav
A4_133.wav,noise-free-sound-0788.wav
C6_724.wav,noise-free-sound-0720.wav
C22_735.wav,noise-free-sound-0353.wav
A22_171.wav,noise-free-sound-0414.wav
A11_147.wav,noise-free-sound-0655.wav
A34_185.wav,noise-free-sound-0100.wav
A11_31.wav,noise-free-sound-0538.wav
B2_355.wav,noise-free-sound-0385.wav
B15_353.wav,noise-free-sound-0338.wav
A14_204.wav,noise-free-sound-0095.wav
C19_640.wav,noise-free-sound-0269.wav
B7_318.wav,noise-free-sound-0630.wav
B6_467.wav,noise-free-sound-0302.wav
C19_677.wav,noise-free-sound-0466.wav
A14_79.wav,noise-free-sound-0007.wav
A11_99.wav,noise-free-sound-0515.wav
C6_724.wav,noise-free-sound-0821.wav
A36_96.wav,noise-free-sound-0414.wav
A13_242.wav,noise-free-sound-0287.wav
B8_284.wav,noise-free-sound-0004.wav
B33_392.wav,noise-free-sound-0585.wav
A36_181.wav,noise-free-sound-0467.wav
C21_700.wav,noise-free-sound-0159.wav
A34_92.wav,noise-free-sound-0684.wav
C4_504.wav,noise-free-sound-0819.wav
B7_459.wav,noise-free-sound-0609.wav
D11_950.wav,noise-free-sound-0375.wav
A14_36.wav,noise-free-sound-0822.wav
A8_230.wav,noise-free-sound-0095.wav
C8_582.wav,noise-free-sound-0324.wav
C22_716.wav,noise-free-sound-0683.wav
A34_45.wav,noise-free-sound-0356.wav
B31_490.wav,noise-free-sound-0148.wav
D7_918.wav,noise-free-sound-0548.wav
B33_412.wav,noise-free-sound-0435.wav
D32_890.wav,noise-free-sound-0004.wav
C12_549.wav,noise-free-sound-0247.wav
A2_244.wav,noise-free-sound-0078.wav
A36_180.wav,noise-free-sound-0060.wav
D21_962.wav,noise-free-sound-0536.wav
A13_124.wav,noise-free-sound-0363.wav
A23_107.wav,noise-free-sound-0776.wav
D13_788.wav,noise-free-sound-0677.wav
C21_740.wav,noise-free-sound-0277.wav
C19_589.wav,noise-free-sound-0458.wav
D6_761.wav,noise-free-sound-0624.wav
D12_762.wav,noise-free-sound-0714.wav
A4_37.wav,noise-free-sound-0289.wav
A14_109.wav,noise-free-sound-0621.wav
C8_589.wav,noise-free-sound-0757.wav
D13_834.wav,noise-free-sound-0232.wav
A23_223.wav,noise-free-sound-0544.wav
A19_54.wav,noise-free-sound-0199.wav
C31_749.wav,noise-free-sound-0487.wav
B11_478.wav,noise-free-sound-0292.wav
C13_581.wav,babble.wav
D4_834.wav,noise-free-sound-0670.wav
B7_402.wav,noise-free-sound-0714.wav
C7_661.wav,noise-free-sound-0282.wav
A34_186.wav,noise-free-sound-0314.wav
C8_701.wav,noise-free-sound-0153.wav
B15_372.wav,noise-free-sound-0407.wav
D12_900.wav,noise-free-sound-0008.wav
A13_124.wav,noise-free-sound-0795.wav
C13_676.wav,noise-free-sound-0401.wav
C23_568.wav,noise-free-sound-0065.wav
B11_450.wav,babble.wav
C8_631.wav,noise-free-sound-0746.wav
C21_548.wav,noise-free-sound-0030.wav
A23_93.wav,noise-free-sound-0656.wav
A2_90.wav,noise-free-sound-0645.wav
A23_104.wav,noise-free-sound-0167.wav
D13_953.wav,noise-free-sound-0588.wav
C19_663.wav,noise-free-sound-0332.wav
A7_125.wav,noise-free-sound-0569.wav
C13_664.wav,noise-free-sound-0504.wav
D11_766.wav,noise-free-sound-0117.wav
B11_483.wav,noise-free-sound-0482.wav
D21_881.wav,noise-free-sound-0017.wav
D4_969.wav,noise-free-sound-0075.wav
B4_404.wav,noise-free-sound-0106.wav
A23_86.wav,noise-free-sound-0157.wav
B33_292.wav,noise-free-sound-0820.wav
C19_698.wav,noise-free-sound-0536.wav
C13_741.wav,noise-free-sound-0334.wav
B11_360.wav,noise-free-sound-0181.wav
B6_267.wav,noise-free-sound-0404.wav
B12_280.wav,noise-free-sound-0749.wav
A23_187.wav,noise-free-sound-0226.wav
D31_867.wav,noise-free-sound-0227.wav
D4_832.wav,noise-free-sound-0823.wav
D13_950.wav,noise-free-sound-0433.wav
A14_6.wav,noise-free-sound-0017.wav
C8_743.wav,noise-free-sound-0479.wav
A8_75.wav,noise-free-sound-0191.wav
A12_121.wav,noise-free-sound-0823.wav
B22_446.wav,noise-free-sound-0286.wav
B33_397.wav,noise-free-sound-0209.wav
B7_495.wav,noise-free-sound-0292.wav
A8_231.wav,noise-free-sound-0256.wav
D11_768.wav,noise-free-sound-0277.wav
C19_695.wav,noise-free-sound-0699.wav
C21_571.wav,noise-free-sound-0074.wav
B31_275.wav,noise-free-sound-0406.wav
A14_90.wav,noise-free-sound-0785.wav
C17_694.wav,noise-free-sound-0463.wav
D6_953.wav,noise-free-sound-0781.wav
C6_710.wav,noise-free-sound-0581.wav
D21_845.wav,noise-free-sound-0798.wav
B15_339.wav,noise-free-sound-0528.wav
D32_861.wav,noise-free-sound-0485.wav
C31_527.wav,noise-free-sound-0170.wav
D32_971.wav,noise-free-sound-0061.wav
A4_83.wav,noise-free-sound-0158.wav
C17_615.wav,noise-free-sound-0242.wav
C21_693.wav,noise-free-sound-0610.wav
C6_678.wav,noise-free-sound-0421.wav
D8_752.wav,noise-free-sound-0557.wav
D32_771.wav,noise-free-sound-0238.wav
C14_528.wav,noise-free-sound-0140.wav
D31_844.wav,noise-free-sound-0735.wav
D31_981.wav,noise-free-sound-0625.wav
B11_352.wav,noise-free-sound-0577.wav
B11_394.wav,noise-free-sound-0072.wav
C32_740.wav,noise-free-sound-0297.wav
C17_575.wav,noise-free-sound-0646.wav
C6_640.wav,noise-free-sound-0585.wav
D4_944.wav,noise-free-sound-0628.wav
A6_92.wav,noise-free-sound-0368.wav
C31_627.wav,noise-free-sound-0410.wav
A36_198.wav,noise-free-sound-0364.wav
B2_492.wav,noise-free-sound-0516.wav
B31_408.wav,noise-free-sound-0790.wav
A7_144.wav,noise-free-sound-0774.wav
D12_902.wav,noise-free-sound-0184.wav
B31_414.wav,noise-free-sound-0322.wav
C8_640.wav,noise-free-sound-0247.wav
A4_179.wav,noise-free-sound-0466.wav
A11_106.wav,noise-free-sound-0342.wav
C12_639.wav,noise-free-sound-0402.wav
C19_695.wav,noise-free-sound-0812.wav
C23_530.wav,noise-free-sound-0074.wav
C31_628.wav,noise-free-sound-0772.wav
B4_265.wav,noise-free-sound-0433.wav
D21_767.wav,noise-free-sound-0485.wav
B6_478.wav,noise-free-sound-0547.wav
B32_415.wav,noise-free-sound-0799.wav
D4_929.wav,noise-free-sound-0386.wav
B32_266.wav,noise-free-sound-0629.wav
B12_441.wav,noise-free-sound-0281.wav
D31_903.wav,noise-free-sound-0051.wav
C6_569.wav,noise-free-sound-0259.wav
A11_168.wav,noise-free-sound-0211.wav
B12_268.wav,noise-free-sound-0676.wav
A14_138.wav,noise-free-sound-0531.wav
A14_187.wav,noise-free-sound-0626.wav
B31_432.wav,noise-free-sound-0007.wav
B12_459.wav,noise-free-sound-0481.wav
C12_671.wav,noise-free-sound-0266.wav
A11_161.wav,noise-free-sound-0826.wav
C19_613.wav,noise-free-sound-0781.wav
B11_359.wav,noise-free-sound-0339.wav
C23_632.wav,noise-free-sound-0695.wav
B15_261.wav,noise-free-sound-0265.wav
A14_148.wav,noise-free-sound-0653.wav
A23_110.wav,noise-free-sound-0645.wav
A13_70.wav,noise-free-sound-0266.wav
C20_575.wav,noise-free-sound-0008.wav
C20_712.wav,noise-free-sound-0461.wav
C4_673.wav,noise-free-sound-0148.wav
B31_449.wav,noise-free-sound-0142.wav
D13_957.wav,noise-free-sound-0469.wav
B7_473.wav,noise-free-sound-0127.wav
C14_686.wav,noise-free-sound-0694.wav
C8_555.wav,noise-free-sound-0021.wav
C4_641.wav,noise-free-sound-0600.wav
C7_707.wav,noise-free-sound-0727.wav
A22_138.wav,noise-free-sound-0786.wav
C32_519.wav,noise-free-sound-0659.wav
C22_707.wav,noise-free-sound-0476.wav
D6_915.wav,noise-free-sound-0589.wav
A6_135.wav,noise-free-sound-0736.wav
B11_409.wav,noise-free-sound-0177.wav
C19_583.wav,noise-free-sound-0703.wav
B6_346.wav,noise-free-sound-0132.wav
B7_477.wav,noise-free-sound-0794.wav
A22_242.wav,noise-free-sound-0181.wav
A14_100.wav,noise-free-sound-0388.wav
A34_225.wav,noise-free-sound-0401.wav
C13_713.wav,noise-free-sound-0705.wav
C7_516.wav,noise-free-sound-0380.wav
A12_120.wav,noise-free-sound-0633.wav
A14_121.wav,noise-free-sound-0521.wav
B4_361.wav,noise-free-sound-0821.wav
B6_347.wav,noise-free-sound-0827.wav
C4_723.wav,noise-free-sound-0457.wav
B2_335.wav,noise-free-sound-0806.wav
B12_463.wav,noise-free-sound-0625.wav
D21_986.wav,noise-free-sound-0802.wav
B33_334.wav,noise-free-sound-0831.wav
C20_552.wav,noise-free-sound-0688.wav
C18_601.wav,noise-free-sound-0299.wav
A23_124.wav,noise-free-sound-0051.wav
D12_791.wav,noise-free-sound-0744.wav
B15_267.wav,noise-free-sound-0785.wav
C32_646.wav,noise-free-sound-0096.wav
C20_571.wav,noise-free-sound-0008.wav
B8_466.wav,noise-free-sound-0144.wav
C13_610.wav,noise-free-sound-0575.wav
A7_30.wav,noise-free-sound-0400.wav
B12_371.wav,noise-free-sound-0422.wav
D8_795.wav,noise-free-sound-0076.wav
A14_130.wav,noise-free-sound-0335.wav
A23_36.wav,noise-free-sound-0640.wav
C20_714.wav,noise-free-sound-0475.wav
C6_550.wav,noise-free-sound-0371.wav
C19_650.wav,noise-free-sound-0298.wav
D6_968.wav,noise-free-sound-0709.wav
D6_980.wav,noise-free-sound-0524.wav
D4_997.wav,noise-free-sound-0494.wav
D4_838.wav,noise-free-sound-0430.wav
C18_538.wav,noise-free-sound-0799.wav
C12_719.wav,noise-free-sound-0195.wav
A22_222.wav,noise-free-sound-0231.wav
D7_821.wav,noise-free-sound-0377.wav
B2_392.wav,noise-free-sound-0611.wav
C21_650.wav,noise-free-sound-0284.wav
A23_29.wav,f16.wav
B22_298.wav,noise-free-sound-0338.wav
A22_109.wav,noise-free-sound-0029.wav
C19_704.wav,noise-free-sound-0497.wav
A2_149.wav,noise-free-sound-0830.wav
A8_232.wav,noise-free-sound-0799.wav
B33_311.wav,noise-free-sound-0464.wav
C20_689.wav,noise-free-sound-0458.wav
A23_240.wav,noise-free-sound-0003.wav
C17_678.wav,noise-free-sound-0359.wav
A32_58.wav,noise-free-sound-0382.wav
A2_30.wav,noise-free-sound-0704.wav
A36_190.wav,noise-free-sound-0230.wav
C18_654.wav,noise-free-sound-0672.wav
B22_276.wav,noise-free-sound-0689.wav
D13_996.wav,noise-free-sound-0358.wav
A34_121.wav,noise-free-sound-0282.wav
B15_493.wav,noise-free-sound-0609.wav
A32_92.wav,noise-free-sound-0821.wav
A14_48.wav,noise-free-sound-0120.wav
D11_779.wav,noise-free-sound-0410.wav
A32_12.wav,noise-free-sound-0591.wav
A22_149.wav,noise-free-sound-0072.wav
A7_124.wav,noise-free-sound-0284.wav
B31_353.wav,noise-free-sound-0394.wav
C19_538.wav,noise-free-sound-0507.wav
C23_594.wav,noise-free-sound-0705.wav
C19_624.wav,noise-free-sound-0641.wav
D11_942.wav,noise-free-sound-0296.wav
D31_861.wav,noise-free-sound-0045.wav
D6_796.wav,noise-free-sound-0287.wav
C4_525.wav,noise-free-sound-0392.wav
C17_579.wav,noise-free-sound-0715.wav
C8_688.wav,noise-free-sound-0813.wav
D13_750.wav,noise-free-sound-0477.wav
A8_223.wav,noise-free-sound-0161.wav
D8_797.wav,noise-free-sound-0552.wav
A19_90.wav,noise-free-sound-0390.wav
A36_8.wav,noise-free-sound-0605.wav
C7_570.wav,noise-free-sound-0273.wav
C14_545.wav,noise-free-sound-0600.wav
C18_568.wav,noise-free-sound-0508.wav
B4_318.wav,noise-free-sound-0810.wav
C31_630.wav,noise-free-sound-0759.wav
A14_163.wav,noise-free-sound-0616.wav
A22_162.wav,noise-free-sound-0627.wav
B7_350.wav,noise-free-sound-0460.wav
A19_26.wav,noise-free-sound-0675.wav
B32_313.wav,noise-free-sound-0779.wav
D12_767.wav,noise-free-sound-0667.wav
A32_242.wav,noise-free-sound-0237.wav
D4_825.wav,noise-free-sound-0322.wav
A36_246.wav,noise-free-sound-0398.wav
B6_259.wav,noise-free-sound-0035.wav
C12_702.wav,noise-free-sound-0011.wav
D4_845.wav,noise-free-sound-0043.wav
B15_334.wav,noise-free-sound-0443.wav
C20_563.wav,noise-free-sound-0745.wav
B2_477.wav,noise-free-sound-0273.wav
A8_29.wav,noise-free-sound-0758.wav
A8_14.wav,noise-free-sound-0665.wav
B2_335.wav,noise-free-sound-0663.wav
C6_548.wav,noise-free-sound-0550.wav
A12_14.wav,noise-free-sound-0148.wav
D31_751.wav,noise-free-sound-0155.wav
A6_193.wav,noise-free-sound-0170.wav
D7_852.wav,noise-free-sound-0373.wav
C13_679.wav,noise-free-sound-0692.wav
B15_420.wav,noise-free-sound-0675.wav
B7_251.wav,noise-free-sound-0685.wav
B7_315.wav,noise-free-sound-0700.wav
B15_274.wav,noise-free-sound-0713.wav
C6_684.wav,noise-free-sound-0514.wav
B12_339.wav,noise-free-sound-0071.wav
B2_457.wav,buccaneer.wav
D4_802.wav,noise-free-sound-0466.wav
C32_522.wav,noise-free-sound-0127.wav
D32_891.wav,noise-free-sound-0833.wav
C4_621.wav,noise-free-sound-0234.wav
A12_38.wav,noise-free-sound-0392.wav
B12_432.wav,noise-free-sound-0054.wav
B31_491.wav,noise-free-sound-0157.wav
C19_704.wav,noise-free-sound-0575.wav
A22_142.wav,noise-free-sound-0821.wav
D31_845.wav,noise-free-sound-0472.wav
B2_387.wav,noise-free-sound-0795.wav
B11_491.wav,noise-free-sound-0320.wav
D21_938.wav,noise-free-sound-0214.wav
A12_121.wav,noise-free-sound-0218.wav
C23_651.wav,noise-free-sound-0378.wav
C18_624.wav,noise-free-sound-0008.wav
D8_794.wav,noise-free-sound-0599.wav
D21_865.wav,noise-free-sound-0321.wav
A36_24.wav,noise-free-sound-0196.wav
C20_657.wav,noise-free-sound-0506.wav
D8_918.wav,noise-free-sound-0100.wav
D6_938.wav,noise-free-sound-0411.wav
D13_859.wav,noise-free-sound-0708.wav
A12_99.wav,noise-free-sound-0394.wav
B2_487.wav,noise-free-sound-0691.wav
B22_380.wav,noise-free-sound-0806.wav
D6_780.wav,noise-free-sound-0094.wav
B8_476.wav,noise-free-sound-0146.wav
A22_122.wav,noise-free-sound-0265.wav
A14_164.wav,noise-free-sound-0128.wav
A13_240.wav,noise-free-sound-0107.wav
D31_784.wav,noise-free-sound-0421.wav
A19_67.wav,noise-free-sound-0013.wav
A13_67.wav,noise-free-sound-0239.wav
C18_571.wav,noise-free-sound-0281.wav
D4_886.wav,noise-free-sound-0307.wav
B6_482.wav,noise-free-sound-0656.wav
A11_238.wav,noise-free-sound-0507.wav
D6_815.wav,noise-free-sound-0285.wav
C2_566.wav,noise-free-sound-0801.wav
B31_331.wav,noise-free-sound-0641.wav
A32_208.wav,noise-free-sound-0698.wav
B15_426.wav,noise-free-sound-0560.wav
A14_105.wav,noise-free-sound-0144.wav
C31_639.wav,noise-free-sound-0465.wav
B15_402.wav,noise-free-sound-0239.wav
C6_620.wav,noise-free-sound-0284.wav
C20_680.wav,noise-free-sound-0534.wav
A34_137.wav,noise-free-sound-0712.wav
D31_898.wav,noise-free-sound-0502.wav
